3,13,19,23,38,5,37,39,50,54,11,1
3,11,19,23,38,5,37,39,50,54,25,4
3,11,19,23,25,5,37,39,50,54,35,5
41,45,16,8,18,46,47,26,17,36,14,1
41,14,16,8,18,46,47,26,17,36,37,4
41,14,16,8,37,46,47,26,17,36,31,3
41,14,16,31,37,46,47,26,17,36,10,0
10,14,16,31,37,46,47,26,17,36,55,9
10,14,16,31,37,46,47,26,17,55,34,4
10,14,16,31,34,46,47,26,17,55,58,9
10,14,16,31,34,46,47,26,17,58,2,0
2,14,16,31,34,46,47,26,17,58,51,7
2,14,16,31,34,46,47,51,17,58,54,8
38,19,20,13,50,15,21,9,35,30,28,3
38,19,20,28,50,15,21,9,35,30,12,0
12,19,20,28,50,15,21,9,35,30,49,7
12,19,20,28,50,15,21,49,35,30,22,3
12,19,20,22,50,15,21,49,35,30,39,5
12,19,20,22,50,39,21,49,35,30,57,9
12,19,20,22,50,39,21,49,35,57,32,4
12,19,20,22,32,39,21,49,35,57,41,6
17,47,23,43,4,57,27,38,1,50,60,9
17,47,23,43,4,57,27,38,1,60,46,7
17,47,23,43,4,57,27,46,1,60,55,8
17,47,23,43,4,57,27,46,55,60,48,7
17,47,23,43,4,57,27,48,55,60,15,1
17,15,23,43,4,57,27,48,55,60,34,4
17,15,23,43,34,57,27,48,55,60,28,3
17,15,23,28,34,57,27,48,55,60,30,4
17,15,23,28,30,57,27,48,55,60,43,6
17,15,23,28,30,57,43,48,55,60,4,0
1,5,32,22,34,38,47,54,52,16,17,2
28,50,13,56,34,39,38,16,52,36,45,6
6,35,42,38,48,47,22,15,23,59,21,2
6,35,21,38,48,47,22,15,23,59,49,5
6,35,21,38,48,49,22,15,23,59,20,1
6,20,21,38,48,49,22,15,23,59,44,5
6,20,21,38,48,44,22,15,23,59,28,3
6,20,21,28,48,44,22,15,23,59,46,6
6,20,21,28,48,44,46,15,23,59,56,8
6,20,21,28,48,44,46,15,56,59,32,4
6,20,21,28,32,44,46,15,56,59,48,7
54,30,17,40,47,43,45,41,2,52,53,8
34,11,30,47,10,33,35,5,46,60,22,2
34,11,22,47,10,33,35,5,46,60,43,7
34,11,22,47,10,33,35,43,46,60,18,2
44,12,22,23,13,41,40,52,54,6,48,7
34,11,18,47,10,33,35,43,46,60,25,3
34,11,18,25,10,33,35,43,46,60,32,4
40,44,34,33,56,43,17,14,21,5,10,1
40,10,34,33,56,43,17,14,21,5,45,6
40,10,34,33,56,43,45,14,21,5,58,9
40,10,34,33,56,43,45,14,21,58,15,2
40,10,15,33,56,43,45,14,21,58,32,3
11,15,49,23,4,52,14,46,29,40,60,9
11,15,49,23,4,52,14,46,29,60,51,7
11,15,49,23,4,52,14,51,29,60,12,1
11,12,49,23,4,52,14,51,29,60,53,8
11,12,49,23,4,52,14,51,53,60,44,5
11,12,49,23,4,44,14,51,53,60,24,4
11,12,49,23,24,44,14,51,53,60,35,5
11,12,49,23,24,35,14,51,53,60,50,6
11,12,49,23,24,35,50,51,53,60,8,0
15,29,41,9,12,38,7,58,33,17,26,3
15,29,41,26,12,38,7,58,33,17,10,1
15,10,41,26,12,38,7,58,33,17,20,2
15,10,20,26,12,38,7,58,33,17,4,0
4,10,20,26,12,38,7,58,33,17,57,9
4,10,20,26,12,38,7,58,33,57,27,4
4,10,20,26,27,38,7,58,33,57,52,8
4,10,20,26,27,38,7,58,52,57,36,5
4,10,20,26,27,36,7,58,52,57,40,6
12,38,36,59,52,28,24,49,2,58,5,0
5,38,36,59,52,28,24,49,2,58,55,8
5,38,36,59,52,28,24,49,55,58,18,2
5,38,18,59,52,28,24,49,55,58,45,6
5,38,18,59,52,28,45,49,55,58,21,3
5,38,18,21,52,28,45,49,55,58,10,1
5,10,18,21,52,28,45,49,55,58,20,3
5,10,18,20,52,28,45,49,55,58,29,4
1,37,34,25,51,29,55,52,24,56,11,2
1,37,11,25,51,29,55,52,24,56,9,1
1,9,11,25,51,29,55,52,24,56,57,9
1,9,11,25,51,29,55,52,24,57,40,6
1,9,11,25,51,29,40,52,24,57,48,8
1,9,11,25,51,29,40,52,48,57,21,4
1,9,11,25,21,29,40,52,48,57,28,4
1,9,11,25,28,29,40,52,48,57,22,3
48,9,49,2,15,25,19,18,20,47,21,3
48,9,49,21,15,25,19,18,20,47,13,2
48,9,13,21,15,25,19,18,20,47,60,9
48,9,13,21,15,25,19,18,20,60,49,6
48,9,13,21,15,25,49,18,20,60,45,5
48,9,13,21,15,45,49,18,20,60,32,4
48,9,13,21,32,45,49,18,20,60,52,7
48,9,13,21,32,45,49,52,20,60,53,8
33,17,20,1,48,9,3,27,56,40,8,1
33,8,20,1,48,9,3,27,56,40,4,0
4,8,20,1,48,9,3,27,56,40,10,2
4,8,10,1,48,9,3,27,56,40,37,6
4,8,10,1,48,9,37,27,56,40,20,3
4,8,10,20,48,9,37,27,56,40,47,7
4,8,10,20,48,9,37,47,56,40,26,4
4,8,10,20,26,9,37,47,56,40,53,8
4,8,10,20,26,9,37,47,53,40,54,9
47,19,29,41,38,43,48,2,51,12,24,2
47,19,24,41,38,43,48,2,51,12,25,3
47,19,24,25,38,43,48,2,51,12,42,5
47,19,24,25,38,42,48,2,51,12,52,9
47,19,24,25,38,42,48,2,51,52,3,0
18,34,3,22,47,52,48,32,37,31,5,0
8,4,32,37,59,49,53,10,57,39,58,9
8,4,32,37,59,49,53,10,57,58,48,6
8,4,32,37,59,49,48,10,57,58,2,0
2,4,32,37,59,49,48,10,57,58,47,5
2,4,32,37,59,47,48,10,57,58,43,4
2,4,32,37,43,47,48,10,57,58,46,4
2,4,32,37,46,47,48,10,57,58,50,7
19,4,10,55,45,34,58,16,30,18,9,1
19,9,10,55,45,34,58,16,30,18,7,0
7,9,10,55,45,34,58,16,30,18,28,3
7,9,10,28,45,34,58,16,30,18,46,6
7,9,10,28,45,34,46,16,30,18,41,5
7,9,10,28,45,41,46,16,30,18,36,4
7,9,10,28,36,41,46,16,30,18,19,3
7,9,10,19,36,41,46,16,30,18,34,4
2,8,26,20,28,60,39,49,17,58,36,5
7,9,10,19,34,41,46,16,30,18,58,9
7,9,10,19,34,41,46,16,30,58,54,8
2,8,17,20,27,60,39,49,56,59,38,5
20,27,58,12,54,1,17,35,16,51,10,1
20,10,58,12,54,1,17,35,16,51,18,2
20,10,18,12,54,1,17,35,16,51,15,2
20,10,15,12,54,1,17,35,16,51,40,6
20,10,15,12,54,1,40,35,16,51,32,4
20,10,15,12,32,1,40,35,16,51,17,3
20,10,15,17,32,1,40,35,16,51,26,4
39,20,17,52,5,22,41,2,9,23,24,2
39,20,24,52,5,22,41,2,9,23,42,7
39,20,24,52,5,22,41,42,9,23,38,5
39,20,24,52,5,38,41,42,9,23,13,0
13,20,24,52,5,38,41,42,9,23,2,0
2,20,24,52,5,38,41,42,9,23,48,8
2,20,24,52,5,38,41,42,48,23,60,9
2,20,24,52,5,38,41,42,48,60,27,3
2,20,24,27,5,38,41,42,48,60,9,1
2,9,24,27,5,38,41,42,48,60,30,4
57,54,1,14,59,39,23,10,21,35,6,0
6,54,1,14,59,39,23,10,21,35,36,4
6,54,1,14,36,39,23,10,21,35,32,3
6,54,1,32,36,39,23,10,21,35,5,0
5,54,1,32,36,39,23,10,21,35,17,2
5,54,17,32,36,39,23,10,21,35,19,3
51,10,54,25,13,32,24,8,7,20,52,8
51,10,54,25,13,32,24,8,52,20,53,9
51,10,54,25,13,32,24,8,52,53,18,2
51,10,18,25,13,32,24,8,52,53,43,6
51,10,18,25,13,32,43,8,52,53,21,3
51,10,18,21,13,32,43,8,52,53,40,5
51,10,18,21,13,40,43,8,52,53,39,4
51,10,18,21,39,40,43,8,52,53,48,7
51,10,18,21,39,40,43,48,52,53,6,0
41,58,34,31,35,18,22,45,38,5,15,2
11,48,4,33,60,31,3,9,19,46,32,6
11,48,4,33,60,31,32,9,19,46,52,8
11,48,4,33,60,31,32,9,52,46,14,2
11,48,14,33,60,31,32,9,52,46,1,0
1,48,14,33,60,31,32,9,52,46,44,7
1,48,14,33,60,31,32,44,52,46,26,3
1,48,14,26,60,31,32,44,52,46,8,1
1,8,14,26,60,31,32,44,52,46,49,7
1,8,14,26,60,31,32,49,52,46,42,6
1,8,14,26,60,31,42,49,52,46,17,3
1,8,14,17,60,31,42,49,52,46,55,9
1,8,14,17,60,31,42,49,52,55,44,6
1,8,14,17,60,31,44,49,52,55,20,4
18,33,53,47,2,52,56,28,54,5,20,2
18,33,20,47,2,52,56,28,54,5,55,9
18,33,20,47,2,52,56,28,54,55,59,9
18,33,20,47,2,52,56,28,54,59,15,1
18,15,20,47,2,52,56,28,54,59,30,3
18,15,20,30,2,52,56,28,54,59,10,0
10,15,20,30,2,52,56,28,54,59,29,3
10,15,20,29,2,52,56,28,54,59,36,4
10,15,20,29,36,52,56,28,54,59,32,4
10,15,20,29,32,52,56,28,54,59,35,5
24,2,6,48,19,42,8,22,16,27,46,6
24,2,6,48,19,42,46,22,16,27,56,9
24,2,6,48,19,42,46,22,16,56,5,1
24,5,6,48,19,42,46,22,16,56,7,3
24,5,6,7,19,42,46,22,16,56,35,6
24,5,6,7,19,42,35,22,16,56,33,5
24,5,6,7,19,33,35,22,16,56,40,7
24,5,6,7,19,33,35,40,16,56,59,9
29,60,58,40,38,35,54,45,17,56,41,4
29,60,58,40,41,35,54,45,17,56,32,2
29,60,32,40,41,35,54,45,17,56,27,1
29,27,32,40,41,35,54,45,17,56,58,9
29,27,32,40,41,35,54,45,17,58,15,0
15,27,32,40,41,35,54,45,17,58,37,4
15,27,32,40,37,35,54,45,17,58,52,5
15,27,32,40,37,52,54,45,17,58,29,2
15,27,29,40,37,52,54,45,17,58,32,3
15,27,29,32,37,52,54,45,17,58,16,1
27,48,22,6,47,53,49,21,56,10,59,9
27,48,22,6,47,53,49,21,56,59,51,7
27,48,22,6,47,53,49,51,56,59,25,3
27,48,22,25,47,53,49,51,56,59,3,0
3,48,22,25,47,53,49,51,56,59,33,4
3,48,22,25,33,53,49,51,56,59,27,4
3,48,22,25,27,53,49,51,56,59,32,5
3,48,22,25,27,32,49,51,56,59,26,3
3,48,22,26,27,32,49,51,56,59,33,5
46,9,26,16,7,30,52,17,21,18,24,1
46,24,26,16,7,30,52,17,21,18,28,3
46,24,26,28,7,30,52,17,21,18,5,0
5,24,26,28,7,30,52,17,21,18,1,0
1,24,26,28,7,30,52,17,21,18,8,1
40,27,19,49,39,26,30,38,56,6,1,0
1,27,19,49,39,26,30,38,56,6,29,5
1,27,19,49,39,29,30,38,56,6,14,2
1,27,14,49,39,29,30,38,56,6,20,3
1,27,14,20,39,29,30,38,56,6,18,2
1,27,18,20,39,29,30,38,56,6,37,7
1,27,18,20,39,29,30,37,56,6,26,4
1,27,18,20,26,29,30,37,56,6,38,8
1,27,18,20,26,29,30,37,38,6,46,9
1,27,18,20,26,29,30,37,38,46,7,1
35,47,42,24,7,21,17,15,6,4,2,0
2,47,42,24,7,21,17,15,6,4,32,4
2,47,42,24,32,21,17,15,6,4,55,8
2,47,42,24,32,21,17,15,55,4,11,1
2,11,42,24,32,21,17,15,55,4,48,7
2,11,42,24,32,21,17,48,55,4,22,2
2,11,22,24,32,21,17,48,55,4,40,6
2,11,22,24,32,21,40,48,55,4,35,5
